X:Vel_RX-GEAR21-fuzajiaolian(rad/s),Y:Vel_RX-GEAR21-fuzajiaolian(rad/s)
0.000000000,0.000000000
0.000500000,0.007785031
0.001000000,0.017772602
0.001500000,0.027772533
0.002000000,0.037772533
0.002500000,0.047772533
0.003000000,0.057772533
0.003500000,0.067772533
0.004000000,0.077772533
0.004500000,0.087772533
0.005000000,0.097772533
0.005500000,0.107772533
0.006000000,0.117772533
0.006500000,0.127772533
0.007000000,0.137772533
0.007500000,0.147772533
0.008000000,0.157772533
0.008500000,0.167772533
0.009000000,0.177772533
0.009500000,0.187772533
0.010000000,0.197772533
0.010500000,0.207772533
0.011000000,0.217772533
0.011500000,0.227772533
0.012000000,0.237772533
0.012500000,0.247772533
0.013000000,0.257772533
0.013500000,0.267772533
0.014000000,0.277772533
0.014500000,0.287772533
0.015000000,0.297772533
0.015500000,0.307772533
0.016000000,0.317772533
0.016500000,0.327772533
0.017000000,0.337772533
0.017500000,0.347772533
0.018000000,0.345328741
0.018500000,0.351895869
0.019000000,0.358168739
0.019500000,0.379212888
0.020000000,0.390541399
0.020500000,0.401971098
0.021000000,0.407832495
0.021500000,0.415414348
0.022000000,0.425683548
0.022500000,0.435896113
0.023000000,0.454557580
0.023500000,0.463541453
0.024000000,0.469112520
0.024500000,0.470917000
0.025000000,0.478916755
0.025500000,0.507667764
0.026000000,0.517771951
0.026500000,0.527772529
0.027000000,0.537772533
0.027500000,0.547772533
0.028000000,0.557772533
0.028500000,0.567772533
0.029000000,0.577772533
0.029500000,0.587772533
0.030000000,0.596378659
0.030500000,0.607762574
0.031000000,0.612506005
0.031500000,0.627508374
0.032000000,0.637771065
0.032500000,0.647772525
0.033000000,0.643543444
0.033500000,0.634282320
0.034000000,0.615654602
0.034500000,0.609502040
0.035000000,0.606013612
0.035500000,0.605641357
0.036000000,0.645507195
0.036500000,0.628326771
0.037000000,0.608646694
0.037500000,0.606040303
0.038000000,0.607399759
0.038500000,0.593507569
0.039000000,0.642388038
0.039500000,0.678005397
0.040000000,0.621800240
0.040500000,0.650004746
0.041000000,0.656053162
0.041500000,0.666913454
0.042000000,0.668205770
0.042500000,0.659379286
0.043000000,0.646229253
0.043500000,0.638904487
0.044000000,0.672639300
0.044500000,0.697520012
0.045000000,0.746206876
0.045500000,0.758200277
0.046000000,0.738262565
0.046500000,0.724077747
0.047000000,0.694568657
0.047500000,0.713807736
0.048000000,0.726202067
0.048500000,0.722864754
0.049000000,0.741731087
0.049500000,0.733778941
0.050000000,0.726789400
0.050500000,0.714388486
0.051000000,0.672891754
0.051500000,0.679473073
0.052000000,0.663912782
0.052500000,0.640141149
0.053000000,0.644848150
0.053500000,0.642341895
0.054000000,0.631520295
0.054500000,0.604561323
0.055000000,0.632692814
0.055500000,0.611430638
0.056000000,0.605794555
0.056500000,0.655254928
0.057000000,0.668761272
0.057500000,0.707792316
0.058000000,0.716151384
0.058500000,0.734339014
0.059000000,0.729595359
0.059500000,0.715435194
0.060000000,0.740549307
0.060500000,0.745872092
0.061000000,0.750953973
0.061500000,0.762437899
0.062000000,0.757862258
0.062500000,0.767933224
0.063000000,0.771983969
0.063500000,0.770713436
0.064000000,0.756628601
0.064500000,0.767331152
0.065000000,0.791468397
0.065500000,0.797584703
0.066000000,0.805157410
0.066500000,0.810308265
0.067000000,0.819425172
0.067500000,0.845054211
0.068000000,0.862324418
0.068500000,0.855459887
0.069000000,0.852034848
0.069500000,0.741353099
0.070000000,0.781395095
0.070500000,0.879541166
0.071000000,0.858167088
0.071500000,0.895076264
0.072000000,0.884238018
0.072500000,0.920794840
0.073000000,0.881452529
0.073500000,0.972385896
0.074000000,0.938619678
0.074500000,0.938701858
0.075000000,0.860112379
0.075500000,0.900713262
0.076000000,0.909195696
0.076500000,0.911261233
0.077000000,0.885476613
0.077500000,0.884069826
0.078000000,0.923231040
0.078500000,0.896076516
0.079000000,0.897130154
0.079500000,0.949239909
0.080000000,0.910753742
0.080500000,0.912733162
0.081000000,0.868141928
0.081500000,0.867351368
0.082000000,0.907226290
0.082500000,0.874943359
0.083000000,0.900214329
0.083500000,0.910388838
0.084000000,0.914697942
0.084500000,0.968267619
0.085000000,0.962404523
0.085500000,0.986948465
0.086000000,0.997503059
0.086500000,0.994716163
0.087000000,0.993652779
0.087500000,0.998501800
0.088000000,0.965007549
0.088500000,0.964655216
0.089000000,0.967443514
0.089500000,0.979468581
0.090000000,0.990931442
0.090500000,0.999904584
0.091000000,0.990833989
0.091500000,0.999040439
0.092000000,0.999992969
0.092500000,0.999978260
0.093000000,0.999999879
0.093500000,0.999969243
0.094000000,0.999999829
0.094500000,0.999999999
0.095000000,1.000000000
0.095500000,1.000000000
0.096000000,1.000000000
0.096500000,1.000000000
0.097000000,1.000000000
0.097500000,1.000000000
0.098000000,1.000000000
0.098500000,1.000000000
0.099000000,1.000000000
0.099500000,1.000000000
0.100000000,1.000000000
0.100500000,1.000000000
0.101000000,1.000000000
0.101500000,1.000000000
0.102000000,1.000000000
0.102500000,1.000000000
0.103000000,1.000000000
0.103500000,1.000000000
0.104000000,1.000000000
0.104500000,1.000000000
0.105000000,1.000000000
0.105500000,1.000000000
0.106000000,1.000000000
0.106500000,1.000000000
0.107000000,1.000000000
0.107500000,1.000000000
0.108000000,1.000000000
0.108500000,1.000000000
0.109000000,1.000000000
0.109500000,1.000000000
0.110000000,1.000000000
0.110500000,1.000000000
0.111000000,1.000000000
0.111500000,1.000000000
0.112000000,1.000000000
0.112500000,1.011152304
0.113000000,1.019742208
0.113500000,1.015477712
0.114000000,1.011839648
0.114500000,1.004049696
0.115000000,1.002568990
0.115500000,1.002620264
0.116000000,1.002514430
0.116500000,1.002135264
0.117000000,1.001823090
0.117500000,1.001456625
0.118000000,1.000611630
0.118500000,1.000004650
0.119000000,1.000000026
0.119500000,1.000000000
0.120000000,1.000000000
0.120500000,1.000000000
0.121000000,1.000000000
0.121500000,1.000000000
0.122000000,1.001567981
0.122500000,1.000955134
0.123000000,1.000365422
0.123500000,1.000173676
0.124000000,1.000004829
0.124500000,1.000819432
0.125000000,1.000121344
0.125500000,1.000307820
0.126000000,1.000005117
0.126500000,1.000000028
0.127000000,1.000000000
0.127500000,1.000000000
0.128000000,1.000000000
0.128500000,1.000000000
0.129000000,1.000000000
0.129500000,1.000000000
0.130000000,1.000000000
0.130500000,1.000000000
0.131000000,1.000000000
0.131500000,1.000000000
0.132000000,1.000000000
0.132500000,1.000000000
0.133000000,1.000000000
0.133500000,1.000000000
0.134000000,1.000000000
0.134500000,1.000000000
0.135000000,1.000000000
0.135500000,1.000000000
0.136000000,1.000000000
0.136500000,1.000000000
0.137000000,1.000000000
0.137500000,1.000000000
0.138000000,1.000000000
0.138500000,1.000000000
0.139000000,1.000000000
0.139500000,1.000000000
0.140000000,1.000000000
0.140500000,1.000000000
0.141000000,1.000000000
0.141500000,1.000000000
0.142000000,1.000000000
0.142500000,1.000000000
0.143000000,1.000000000
0.143500000,1.000000000
0.144000000,1.000000000
0.144500000,1.000000000
0.145000000,1.000000000
0.145500000,1.000000000
0.146000000,1.020547216
0.146500000,1.040620334
0.147000000,1.018189490
0.147500000,1.018605705
0.148000000,1.029712270
0.148500000,1.030680394
0.149000000,1.012321939
0.149500000,1.021919645
0.150000000,1.019724524
0.150500000,1.005825042
0.151000000,1.000327647
0.151500000,1.002534767
0.152000000,1.000047395
0.152500000,1.000001059
0.153000000,1.000000006
0.153500000,1.000000000
0.154000000,1.000000000
0.154500000,1.000000000
0.155000000,1.000000000
0.155500000,1.000000000
0.156000000,1.000000000
0.156500000,1.000000000
0.157000000,1.009652583
0.157500000,1.000053633
0.158000000,1.000958880
0.158500000,1.037158998
